start,end,CE1,CE2,CR1,SM1,SM2,TM1,XH1,PM1
87200001,87250000,1,2,1,1,1,1,1,2
87250001,87300000,0,1,0,0,0,0,0,1
87300001,87350000,1,0,0,0,0,0,0,2
87350001,87400000,3,4,4,5,4,4,6,3
87400001,87450000,0,0,1,1,1,1,2,2
87450001,87500000,0,0,0,0,0,0,0,0
87500001,87550000,0,0,0,0,0,0,0,0
87550001,87600000,0,0,0,0,0,0,0,0
87600001,87650000,0,0,0,1,1,0,0,0
87650001,87700000,0,0,0,0,0,0,0,0
87700001,87750000,1,5,4,2,2,2,2,3
87750001,87800000,1,2,1,1,1,1,1,2
87800001,87850000,1,1,2,1,2,0,0,2
87850001,87900000,1,1,4,5,0,1,2,3
87900001,87950000,0,0,0,3,3,2,1,1
87950001,88000000,5,4,1,8,8,8,8,7
88000001,88050000,1,3,3,3,7,3,4,1
88050001,88100000,0,0,0,0,0,0,0,0
88100001,88150000,0,0,0,0,0,0,0,0
88150001,88200000,0,0,0,0,0,0,0,0
88200001,88250000,0,2,0,0,0,0,0,0
88250001,88300000,0,0,0,0,0,0,0,0
88300001,88350000,0,0,0,0,0,0,0,0
88350001,88400000,0,0,0,0,0,0,1,1
88400001,88450000,0,0,0,0,0,0,0,0
88450001,88500000,1,0,1,3,3,2,3,1
88500001,88550000,2,1,1,2,0,1,1,1
88550001,88600000,1,0,0,1,1,1,1,0
88600001,88650000,0,0,0,1,1,1,2,1
88650001,88700000,0,0,0,0,0,0,0,0
88700001,88750000,0,0,0,1,1,0,0,1
88750001,88800000,2,1,1,2,2,1,1,1
88800001,88850000,1,0,0,0,0,0,0,1
88850001,88900000,2,1,0,0,2,0,2,1
88900001,88950000,0,0,0,0,0,0,0,0
88950001,89000000,0,0,0,0,0,0,0,0
89000001,89050000,0,0,0,0,0,0,0,0
89050001,89100000,1,1,0,2,2,2,2,4
89100001,89150000,1,1,0,0,0,0,1,0
89150001,89200000,4,3,1,3,2,4,4,6
89200001,89250000,2,3,0,2,2,2,1,1
89250001,89300000,14,15,0,16,13,16,18,20
89300001,89350000,3,4,3,7,5,5,2,4
89350001,89400000,2,2,1,0,0,0,1,3
89400001,89450000,3,3,0,5,3,3,4,3
89450001,89500000,0,0,0,0,0,0,0,0
89500001,89550000,0,0,0,0,0,0,0,0
89550001,89600000,1,0,0,5,0,1,0,1
89600001,89650000,0,1,1,2,2,3,0,2
89650001,89700000,0,0,0,0,0,0,0,0
89700001,89750000,0,0,0,0,0,0,0,0
89750001,89800000,0,0,0,0,0,0,0,0
89800001,89850000,0,1,0,0,0,0,0,0
89850001,89900000,0,0,0,0,0,0,0,0
89900001,89950000,0,0,0,0,0,0,0,0
89950001,90000000,0,0,0,0,0,0,0,0
90000001,90050000,0,0,0,0,0,0,0,0
90050001,90100000,0,0,0,0,0,0,0,0
90100001,90150000,0,0,0,0,0,0,0,0
90150001,90200000,0,0,0,0,0,0,0,0
90200001,90250000,0,0,0,0,0,0,0,0
90250001,90300000,0,0,0,0,0,0,0,0
90300001,90350000,0,0,0,0,0,0,0,0
90350001,90400000,0,0,0,0,0,0,0,0
90400001,90450000,0,0,0,0,0,0,0,0
90450001,90500000,0,0,0,0,0,0,0,0
90500001,90550000,0,0,0,0,0,0,0,0
90550001,90600000,0,0,0,0,0,0,0,0
90600001,90650000,0,0,0,0,0,0,0,0
90650001,90700000,0,0,0,0,0,0,0,0
90700001,90750000,0,0,0,0,0,0,0,0
90750001,90800000,0,0,0,0,0,0,0,0
90800001,90850000,0,0,0,0,0,0,0,0
90850001,90900000,0,0,0,0,0,0,0,0
90900001,90950000,0,0,0,0,0,0,0,0
90950001,91000000,0,0,0,0,0,0,0,0
91000001,91050000,0,0,0,0,0,0,0,0
91050001,91100000,0,0,0,0,0,0,0,0
91100001,91150000,0,0,0,0,0,0,0,0
91150001,91200000,0,0,0,0,0,0,0,0
91200001,91250000,0,0,0,0,0,0,0,0
91250001,91300000,0,0,0,0,0,0,0,0
91300001,91350000,0,0,0,0,0,0,0,0
91350001,91400000,0,0,0,0,0,0,0,0
91400001,91450000,0,0,0,0,0,0,0,0
91450001,91500000,0,0,0,0,0,0,0,0
91500001,91550000,0,2,0,0,0,1,0,2
91550001,91600000,0,0,0,0,0,0,0,0
91600001,91650000,0,0,0,0,0,0,0,1
91650001,91700000,2,3,3,2,0,5,2,5
91700001,91750000,0,0,1,0,0,0,0,0
91750001,91800000,0,3,6,4,1,7,7,4
91800001,91850000,0,0,2,2,2,1,1,2
91850001,91900000,5,4,5,3,3,6,0,4
91900001,91950000,8,7,5,6,7,9,10,8
91950001,92000000,1,4,2,0,0,1,0,2
92000001,92050000,0,0,0,0,0,0,0,0
92050001,92100000,0,1,0,0,0,0,0,0
92100001,92150000,0,1,0,0,0,0,0,0
92150001,92200000,0,0,0,0,0,0,0,0
92200001,92250000,0,0,0,0,0,0,0,0
92250001,92300000,0,0,1,1,1,0,1,0
92300001,92350000,2,1,1,2,0,1,2,1
92350001,92400000,1,0,0,0,0,0,0,0
92400001,92450000,0,0,0,0,0,0,0,0
92450001,92500000,0,0,0,0,0,0,0,0
92500001,92550000,0,0,0,0,0,0,0,0
92550001,92600000,0,0,0,0,0,0,0,0
92600001,92650000,0,1,0,1,1,1,0,0
92650001,92700000,0,0,0,0,0,0,0,0
92700001,92750000,0,0,0,0,0,2,1,0
92750001,92800000,0,0,0,0,0,0,0,0
92800001,92850000,0,0,0,0,0,0,0,0
92850001,92900000,0,0,0,0,0,0,0,0
92900001,92950000,0,0,0,0,0,0,0,0
92950001,93000000,0,0,0,0,0,0,0,0
93000001,93050000,0,0,0,0,0,0,0,0
93050001,93100000,0,0,0,0,0,0,0,0
93100001,93150000,0,0,0,0,0,0,0,0
93150001,93200000,0,0,0,0,0,0,0,0
93200001,93250000,0,0,0,0,0,0,0,0
93250001,93300000,0,0,0,0,0,0,0,0
93300001,93350000,0,0,0,0,0,0,0,0
93350001,93400000,0,0,0,0,0,0,0,0
93400001,93450000,0,0,0,0,0,0,0,0
93450001,93500000,0,0,0,0,0,0,0,0
93500001,93550000,0,0,0,0,0,0,0,0
93550001,93600000,0,0,0,0,0,0,0,0
93600001,93650000,1,1,0,2,0,3,3,4
93650001,93700000,0,0,0,0,0,0,0,0
93700001,93750000,1,0,0,0,0,0,0,0
93750001,93800000,0,0,0,0,0,0,0,0
93800001,93850000,0,0,0,0,0,0,0,0
93850001,93900000,0,0,0,0,0,0,0,0
93900001,93950000,0,0,0,0,0,0,0,0
93950001,94000000,0,0,0,0,0,0,0,0
94000001,94050000,0,0,0,0,0,0,0,0
94050001,94100000,0,0,0,0,0,0,0,0
94100001,94150000,2,9,0,1,0,0,0,0
94150001,94200000,0,0,0,0,0,0,0,0
94200001,94250000,0,2,0,0,0,2,0,2
94250001,94300000,4,5,4,5,1,6,3,2
94300001,94350000,0,2,0,0,0,0,0,0
94350001,94400000,0,0,0,0,0,0,0,0
94400001,94450000,0,0,0,0,0,0,0,0
94450001,94500000,0,0,0,0,0,0,0,0
94500001,94550000,1,11,1,1,4,1,5,3
94550001,94600000,0,0,0,0,0,0,0,0
94600001,94650000,0,0,0,0,0,0,0,0
94650001,94700000,0,0,0,0,0,0,0,0
94700001,94750000,6,3,3,3,3,4,4,4
94750001,94800000,0,0,0,0,1,0,0,0
94800001,94850000,0,0,0,0,0,0,0,0
94850001,94900000,0,0,0,0,0,0,0,1
94900001,94950000,0,0,0,0,0,0,0,0
94950001,95000000,3,5,1,2,11,1,12,3
95000001,95050000,0,1,0,1,1,0,3,0
95050001,95100000,1,0,0,0,0,0,0,0
95100001,95150000,0,0,0,0,0,0,0,0
95150001,95200000,7,5,4,10,9,4,8,12
95200001,95250000,1,1,5,2,2,3,2,3
95250001,95300000,2,2,0,2,2,2,2,5
95300001,95350000,1,4,1,2,0,2,0,0
95350001,95400000,0,0,0,0,0,0,1,0
95400001,95450000,1,0,1,1,1,1,1,0
95450001,95500000,1,1,0,0,0,0,0,1
95500001,95550000,0,0,0,0,0,0,1,0
95550001,95600000,0,0,0,0,0,1,1,0
95600001,95650000,0,0,1,0,0,0,1,2
95650001,95700000,0,0,0,0,0,0,0,0
95700001,95750000,0,0,0,0,0,0,0,0
95750001,95800000,0,0,0,0,0,0,0,0
95800001,95850000,1,0,0,0,2,2,1,1
95850001,95900000,0,0,0,0,0,0,0,0
95900001,95950000,0,0,0,0,0,0,0,0
95950001,96000000,3,2,1,3,3,3,3,4
96000001,96050000,0,0,0,0,0,0,0,0
96050001,96100000,0,0,0,0,0,0,0,0
96100001,96150000,1,1,1,1,1,1,1,1
96150001,96200000,1,0,0,1,2,0,0,0
96200001,96250000,1,0,0,2,2,2,2,1
96250001,96300000,0,0,0,0,0,0,0,0
96300001,96350000,0,0,0,0,0,0,0,0
96350001,96400000,0,1,0,0,0,0,0,0
96400001,96450000,0,0,0,0,0,0,0,0
96450001,96500000,0,0,0,0,0,0,0,0
96500001,96550000,0,0,0,0,0,0,0,0
96550001,96600000,3,3,1,5,5,5,5,4
96600001,96650000,1,3,1,0,0,0,1,3
96650001,96700000,0,0,0,0,0,0,0,0
96700001,96750000,1,1,1,1,1,2,2,1
96750001,96800000,0,0,0,0,0,0,0,0
96800001,96850000,0,0,0,0,0,0,0,0
96850001,96900000,0,0,0,4,2,0,2,4
96900001,96950000,1,1,1,2,1,1,2,3
96950001,97000000,0,0,0,0,0,0,0,0
97000001,97050000,5,4,4,2,3,5,7,5
97050001,97100000,3,1,2,4,4,4,4,3
97100001,97150000,3,1,0,2,2,0,0,1
97150001,97200000,4,5,2,4,4,5,5,7
97200001,97250000,3,1,0,1,1,1,1,1
97250001,97300000,0,0,0,0,0,0,0,0
97300001,97350000,0,0,0,0,0,0,0,0
97350001,97400000,0,0,0,0,0,0,0,0
97400001,97450000,0,0,0,0,0,0,0,0
97450001,97500000,0,0,0,0,0,0,0,0
97500001,97550000,0,0,0,0,0,0,0,0
97550001,97600000,0,0,0,0,0,0,0,0
97600001,97650000,0,0,0,0,0,0,0,0
97650001,97700000,0,0,0,0,0,0,0,0
97700001,97750000,0,0,0,0,0,0,0,0
97750001,97800000,0,0,0,0,0,0,0,0
97800001,97850000,0,0,0,0,0,0,1,0
97850001,97900000,1,2,1,1,1,2,2,4
97900001,97950000,1,0,0,0,0,1,0,1
97950001,98000000,0,0,0,0,0,0,0,0
98000001,98050000,1,1,1,0,0,0,0,0
98050001,98100000,0,0,0,0,0,0,0,1
98100001,98150000,0,0,0,1,1,1,1,0
98150001,98200000,0,0,0,0,0,0,0,0
98200001,98250000,0,0,0,0,0,0,0,0
98250001,98300000,1,0,0,1,1,2,1,1
98300001,98350000,0,0,0,0,0,0,0,0
98350001,98400000,0,0,0,0,0,0,0,0
98400001,98450000,0,0,0,0,0,0,0,0
98450001,98500000,0,0,0,1,1,0,0,0
98500001,98550000,0,0,0,0,0,0,0,0
98550001,98600000,0,0,0,0,0,0,0,0
98600001,98650000,0,0,0,0,0,0,0,0
98650001,98700000,0,0,0,0,0,0,0,0
98700001,98750000,0,0,0,0,0,0,0,0
98750001,98800000,0,0,0,0,0,0,0,0
98800001,98850000,0,0,0,0,0,0,0,0
98850001,98900000,0,0,0,0,0,0,0,0
98900001,98950000,0,0,0,0,0,0,0,0
98950001,99000000,0,0,0,0,0,0,0,0
99000001,99050000,0,0,0,0,0,0,0,0
99050001,99100000,0,0,0,0,0,0,0,0
99100001,99150000,0,0,0,0,0,0,0,0
99150001,99200000,0,0,0,0,0,0,0,0
99200001,99250000,0,0,0,0,0,0,0,0
99250001,99300000,0,0,0,0,0,0,0,0
99300001,99350000,0,0,0,0,0,0,0,0
99350001,99400000,0,0,0,0,0,0,0,0
99400001,99450000,0,0,0,0,0,0,0,0
99450001,99500000,0,0,0,0,0,0,0,0
99500001,99550000,0,0,0,0,0,0,0,0
99550001,99600000,0,0,0,0,0,0,0,0
99600001,99650000,0,1,3,3,1,0,1,5
99650001,99700000,0,0,0,0,0,0,0,0
99700001,99750000,0,0,0,0,0,0,0,0
99750001,99800000,0,0,0,0,0,0,0,0
99800001,99850000,0,0,0,0,0,0,0,0
99850001,99900000,0,0,0,0,0,0,0,0
99900001,99950000,0,2,0,0,0,0,0,0
99950001,100000000,0,0,0,0,0,0,0,0
100000001,100050000,0,0,0,0,0,0,0,0
100050001,100100000,0,0,0,0,0,0,0,0
100100001,100150000,0,0,0,0,0,0,0,0
100150001,100200000,0,0,0,0,0,0,0,0
100200001,100250000,0,0,0,0,0,0,0,0
100250001,100300000,0,0,0,0,0,0,0,0
100300001,100350000,0,0,0,0,0,0,0,0
100350001,100400000,0,1,1,0,0,0,0,0
100400001,100450000,0,0,0,0,0,0,0,0
100450001,100500000,0,0,0,0,0,0,0,0
100500001,100550000,0,0,0,0,0,0,0,0
100550001,100600000,0,0,1,0,0,0,0,1
100600001,100650000,0,0,0,1,1,1,1,0
100650001,100700000,0,0,0,0,0,0,0,0
100700001,100750000,0,0,0,0,0,0,0,0
100750001,100800000,0,0,0,0,0,0,0,0
100800001,100850000,0,0,0,0,0,0,0,0
100850001,100900000,0,0,0,0,0,0,0,0
100900001,100950000,0,0,0,0,0,0,0,0
100950001,101000000,0,0,0,0,0,0,0,0
101000001,101050000,0,0,0,0,0,0,0,0
101050001,101100000,0,0,0,0,0,0,0,0
101100001,101150000,0,0,0,0,0,0,0,0
101150001,101200000,0,0,0,0,0,0,0,0
101200001,101250000,0,0,0,0,0,0,0,0
101250001,101300000,0,0,0,0,0,0,0,0
101300001,101350000,0,0,0,0,0,0,0,0
101350001,101400000,0,0,0,0,0,0,0,0
101400001,101450000,0,0,0,0,0,0,0,0
101450001,101500000,0,0,0,0,0,0,0,0
101500001,101550000,0,0,0,0,0,0,0,0
101550001,101600000,0,0,0,0,0,0,0,0
101600001,101650000,0,0,0,0,0,0,0,0
101650001,101700000,0,0,0,0,0,0,0,0
101700001,101750000,0,0,0,0,0,0,0,0
101750001,101800000,0,0,0,1,1,1,2,0
101800001,101850000,0,0,0,1,0,1,1,0
101850001,101900000,0,0,0,0,1,0,0,0
101900001,101950000,0,0,0,0,0,0,0,0
101950001,102000000,0,0,0,0,0,0,0,0
102000001,102050000,0,0,0,0,0,0,0,0
102050001,102100000,0,0,0,0,1,2,0,0
102100001,102150000,0,0,0,0,0,0,0,0
102150001,102200000,0,0,0,0,0,0,0,0
102200001,102250000,0,0,0,0,0,0,0,0
102250001,102300000,0,0,0,0,0,0,0,0
102300001,102350000,0,0,0,0,0,0,0,0
102350001,102400000,1,0,0,0,0,0,0,1
102400001,102450000,0,0,0,0,0,0,0,0
102450001,102500000,0,0,0,0,0,0,0,0
102500001,102550000,0,0,0,0,0,0,0,0
102550001,102600000,0,0,0,0,0,0,0,0
102600001,102650000,0,0,0,0,0,0,0,0
102650001,102700000,0,0,0,0,0,0,0,0
102700001,102750000,0,0,1,0,0,0,0,0
102750001,102800000,2,0,1,3,2,1,1,2
102800001,102850000,0,1,3,3,2,1,2,3
102850001,102900000,0,0,0,0,0,0,0,0
102900001,102950000,5,3,7,5,3,3,3,5
102950001,103000000,1,2,0,3,2,3,3,1
103000001,103050000,1,2,1,0,0,0,0,1
103050001,103100000,0,1,0,0,0,0,0,0
103100001,103150000,1,1,1,1,1,1,1,1
103150001,103200000,1,1,3,3,3,4,5,4
103200001,103250000,2,1,2,2,1,1,4,0
103250001,103300000,0,0,0,0,0,0,0,2
103300001,103350000,2,2,1,3,3,3,2,2
103350001,103400000,1,0,0,0,0,0,0,0
103400001,103450000,1,1,1,1,1,1,1,2
103450001,103500000,0,0,0,0,0,0,0,0
103500001,103550000,1,0,1,1,1,1,1,1
103550001,103600000,3,3,2,3,3,3,1,3
103600001,103650000,1,4,2,2,0,0,0,1
103650001,103700000,0,0,0,0,0,0,0,0
103700001,103750000,0,0,0,0,0,0,0,0
103750001,103800000,1,1,1,3,2,2,2,4
103800001,103850000,0,0,0,0,0,0,0,0
103850001,103900000,0,0,0,0,0,0,0,0
103900001,103950000,0,0,1,1,0,0,0,0
103950001,104000000,0,1,0,0,0,0,0,0
104000001,104050000,0,1,0,0,0,0,0,0
104050001,104100000,1,2,0,1,0,2,1,1
104100001,104150000,0,0,0,0,0,0,0,0
104150001,104200000,0,0,0,0,0,0,0,0
104200001,104250000,0,0,0,0,0,0,0,0
104250001,104300000,0,0,0,0,0,0,0,0
104300001,104350000,1,2,2,2,2,1,1,2
104350001,104400000,0,0,0,0,0,0,0,0
104400001,104450000,0,0,0,0,0,0,0,0
104450001,104500000,0,0,0,0,0,0,0,0
104500001,104550000,0,0,0,0,0,0,0,0
104550001,104600000,0,0,0,0,0,0,0,0
104600001,104650000,0,0,0,0,0,0,0,0
104650001,104700000,0,0,0,0,0,0,0,0
104700001,104750000,0,0,0,0,0,0,0,0
104750001,104800000,0,0,0,0,0,0,0,0
104800001,104850000,0,0,0,0,0,0,0,0
104850001,104900000,1,1,0,0,0,1,0,1
104900001,104950000,0,0,0,0,0,0,0,0
104950001,105000000,0,0,0,0,0,0,0,0
105000001,105050000,0,0,0,0,0,0,0,0
105050001,105100000,0,0,0,0,0,0,0,0
105100001,105150000,0,0,0,0,0,0,0,0
105150001,105200000,0,0,0,0,0,0,0,0
105200001,105250000,0,0,0,0,0,0,0,0
105250001,105300000,0,0,0,0,0,0,0,0
105300001,105350000,0,0,0,0,0,0,0,0
105350001,105400000,0,0,0,0,0,0,0,0
105400001,105450000,0,0,0,0,0,0,0,0
105450001,105500000,0,0,0,0,0,0,0,0
105500001,105550000,0,0,0,0,0,0,0,0
105550001,105600000,0,0,0,0,0,0,0,0
105600001,105650000,0,0,0,0,0,0,0,0
105650001,105700000,0,0,0,0,0,0,0,0
105700001,105750000,0,0,0,0,0,0,0,0
105750001,105800000,0,0,0,0,0,0,0,0
105800001,105850000,0,0,0,0,0,0,0,0
105850001,105900000,0,0,1,1,2,2,0,1
105900001,105950000,1,0,0,0,0,0,0,0
105950001,106000000,0,1,2,2,0,0,0,0
106000001,106050000,0,0,0,0,1,0,0,0
106050001,106100000,1,0,0,0,0,1,0,0
106100001,106150000,0,0,0,0,0,0,0,0
106150001,106200000,0,0,0,0,0,0,0,0
106200001,106250000,0,0,0,0,0,0,0,0
106250001,106300000,0,0,0,0,0,0,0,0
106300001,106350000,0,0,0,0,0,0,0,0
106350001,106400000,0,0,0,0,0,0,0,0
106400001,106450000,0,0,0,0,0,0,0,0
106450001,106500000,0,0,1,0,0,0,0,0
106500001,106550000,2,3,2,3,2,3,2,1
106550001,106600000,0,0,0,0,0,0,0,0
106600001,106650000,0,0,0,0,0,0,0,0
106650001,106700000,0,0,0,0,0,0,0,0
106700001,106750000,0,0,0,0,0,0,0,0
106750001,106800000,0,0,0,0,0,0,0,0
106800001,106850000,0,0,0,0,0,0,0,0
106850001,106900000,0,0,0,0,0,0,0,0
106900001,106950000,0,0,0,0,0,0,0,0
106950001,107000000,0,0,0,0,0,0,0,0
107000001,107050000,0,0,0,0,0,0,0,0
107050001,107100000,0,0,0,0,0,0,0,0
107100001,107150000,0,0,0,0,0,0,0,0
107150001,107200000,0,0,0,0,0,0,0,0
107200001,107250000,0,0,0,0,0,0,0,0
107250001,107300000,0,0,0,0,0,0,0,0
107300001,107350000,0,0,0,0,0,0,0,0
107350001,107400000,0,0,0,0,0,0,0,0
107400001,107450000,0,0,0,0,0,0,0,0
107450001,107500000,0,0,0,0,0,0,0,0
107500001,107550000,0,0,0,0,0,0,0,0
107550001,107600000,0,0,0,0,0,0,0,0
107600001,107650000,0,0,0,0,0,0,0,0
107650001,107700000,0,0,0,0,0,0,0,0
107700001,107750000,0,0,0,0,0,0,0,0
107750001,107800000,0,0,0,0,0,0,0,0
107800001,107850000,0,0,0,0,0,0,0,0
107850001,107900000,0,0,0,0,0,0,0,0
107900001,107950000,0,0,0,0,0,0,0,0
107950001,108000000,0,0,0,0,0,0,0,0
108000001,108050000,0,0,0,0,0,0,0,0
108050001,108100000,0,0,0,0,0,0,0,0
108100001,108150000,0,0,0,0,0,0,0,0
108150001,108200000,0,0,0,0,0,0,0,0
108200001,108250000,0,0,0,0,0,0,0,0
108250001,108300000,0,0,0,0,0,0,0,0
108300001,108350000,1,2,1,1,0,0,0,3
108350001,108400000,0,0,0,0,0,0,0,0
108400001,108450000,0,0,0,0,0,0,0,0
108450001,108500000,0,0,0,0,0,0,0,0
108500001,108550000,0,0,0,0,0,0,0,0
108550001,108600000,0,0,0,0,0,0,0,0
108600001,108650000,0,0,0,0,0,0,0,0
108650001,108700000,0,0,0,0,0,0,0,0
108700001,108750000,0,0,0,0,0,0,0,0
108750001,108800000,0,2,0,1,1,1,0,1
108800001,108850000,0,0,0,0,0,0,0,0
108850001,108900000,0,0,0,0,0,0,0,0
108900001,108950000,0,0,0,0,0,0,0,0
108950001,109000000,0,0,0,0,0,0,0,0
109000001,109050000,0,0,0,0,0,0,0,0
109050001,109100000,0,0,0,0,0,0,0,0
109100001,109150000,0,0,0,0,0,0,0,0
109150001,109200000,0,0,0,0,0,0,0,0
109200001,109250000,0,0,0,0,0,0,0,0
109250001,109300000,0,0,0,0,0,0,0,0
109300001,109350000,0,0,0,0,0,0,0,0
109350001,109400000,0,0,0,0,0,0,0,0
109400001,109450000,0,0,0,0,0,0,0,0
109450001,109500000,0,0,0,0,0,0,0,0
109500001,109550000,0,0,0,0,0,0,0,0
109550001,109600000,0,0,0,0,0,0,0,0
109600001,109650000,0,0,0,0,0,0,0,0
109650001,109700000,0,0,0,0,0,0,0,0
109700001,109750000,0,0,0,0,0,0,0,0
109750001,109800000,0,0,0,0,0,0,0,0
109800001,109850000,0,0,0,0,0,0,0,0
109850001,109900000,0,0,0,0,0,0,0,0
109900001,109950000,0,0,0,0,0,0,0,0
109950001,110000000,0,0,0,1,0,0,0,1
110000001,110050000,0,0,0,0,0,0,0,0
110050001,110100000,0,0,0,0,0,0,0,0
110100001,110150000,0,0,0,0,0,0,0,0
110150001,110200000,0,0,0,0,0,0,0,0
110200001,110250000,0,0,0,0,0,0,0,0
110250001,110300000,0,0,0,0,0,0,0,0
110300001,110350000,1,1,0,0,0,0,0,0
110350001,110400000,0,1,0,1,1,0,0,0
110400001,110450000,0,0,0,0,0,0,0,0
110450001,110500000,0,0,0,0,0,0,0,0
110500001,110550000,0,0,0,0,0,0,0,1
110550001,110600000,0,0,0,0,0,0,0,0
110600001,110650000,0,0,0,0,0,0,0,0
110650001,110700000,2,1,0,1,4,0,3,1
110700001,110750000,0,0,0,0,0,0,0,0
110750001,110800000,0,0,0,0,0,0,0,1
110800001,110850000,0,0,0,0,0,0,0,0
110850001,110900000,0,0,0,0,0,1,1,0
110900001,110950000,0,0,0,0,0,0,0,0
110950001,111000000,0,0,0,0,0,0,0,0
111000001,111050000,0,0,0,0,0,0,0,0
111050001,111100000,0,0,1,0,0,0,0,1
111100001,111150000,1,1,0,2,2,3,1,2
111150001,111200000,0,1,0,0,2,1,0,0
111200001,111250000,1,1,0,0,0,0,0,0
111250001,111300000,1,1,2,2,1,1,2,2
111300001,111350000,0,0,0,0,0,0,0,0
111350001,111400000,0,0,0,0,0,0,0,0
111400001,111450000,0,0,0,0,0,0,0,0
111450001,111500000,0,0,0,0,0,0,0,0
111500001,111550000,0,0,0,0,0,0,0,0
111550001,111600000,1,1,0,0,0,2,2,1
111600001,111650000,1,1,1,1,1,1,1,1
111650001,111700000,0,2,0,2,2,1,1,1
111700001,111750000,2,2,2,4,3,2,2,3
111750001,111800000,1,1,1,1,1,1,2,1
111800001,111850000,4,4,6,7,7,4,6,4
111850001,111900000,8,9,11,6,5,8,6,6
111900001,111950000,4,5,1,1,0,2,2,2
111950001,112000000,2,2,1,3,3,1,3,5
112000001,112050000,1,1,1,1,1,1,1,2
112050001,112100000,0,0,0,0,0,0,0,0
112100001,112150000,0,0,1,1,0,3,0,0
112150001,112200000,3,3,2,4,1,6,1,2
112200001,112250000,0,1,0,0,0,0,1,1
112250001,112300000,2,6,1,5,2,5,6,7
112300001,112350000,9,9,9,13,5,6,10,6
112350001,112400000,1,0,0,1,1,0,1,1
112400001,112450000,0,0,0,0,0,0,0,0
112450001,112500000,0,0,0,0,0,0,1,0
112500001,112550000,0,0,0,2,2,2,1,2
112550001,112600000,1,0,0,1,1,0,0,1
112600001,112650000,1,0,0,0,0,0,0,2
112650001,112700000,3,2,1,2,2,2,2,2
112700001,112750000,2,2,0,1,1,1,1,0
112750001,112800000,0,1,0,0,0,0,0,0
112800001,112850000,0,0,1,2,1,3,1,2
112850001,112900000,0,0,0,0,0,0,0,0
112900001,112950000,0,0,0,0,0,0,0,0
112950001,113000000,6,1,4,2,3,1,2,4
113000001,113050000,0,0,0,0,0,0,0,0
113050001,113100000,1,1,1,1,1,1,0,3
113100001,113150000,3,2,3,4,4,2,3,4
113150001,113200000,0,0,0,1,1,1,0,0
113200001,113250000,0,0,0,0,0,0,0,0
113250001,113300000,0,0,2,1,2,1,0,3
113300001,113350000,0,0,0,0,0,0,0,0
113350001,113400000,0,0,0,0,0,0,0,0
113400001,113450000,0,2,1,1,1,1,0,1
113450001,113500000,2,2,2,1,1,1,1,2
113500001,113550000,5,4,3,4,4,3,4,3
113550001,113600000,5,5,3,2,2,5,6,4
113600001,113650000,0,0,0,0,0,0,0,0
113650001,113700000,0,0,0,1,1,0,1,1
113700001,113750000,0,0,0,1,1,1,1,1
113750001,113800000,0,0,0,0,0,0,0,0
113800001,113850000,0,0,0,0,0,0,0,0
113850001,113900000,0,0,0,0,0,0,0,0
113900001,113950000,2,2,2,3,2,3,3,2
113950001,114000000,0,0,0,0,0,0,0,0
114000001,114050000,0,0,1,1,1,1,0,0
114050001,114100000,0,0,0,0,0,0,0,0
114100001,114150000,0,0,0,0,0,0,0,0
114150001,114200000,0,0,0,0,0,0,0,0
114200001,114250000,0,0,1,2,1,1,1,0
114250001,114300000,0,1,0,0,0,0,0,1
114300001,114350000,7,11,5,8,7,6,7,5
114350001,114400000,2,1,1,2,2,1,2,4
114400001,114450000,14,8,9,6,4,7,10,12
114450001,114500000,4,6,0,8,8,3,5,8
114500001,114550000,0,0,0,0,0,0,0,0
114550001,114600000,0,0,0,0,0,0,0,1
114600001,114650000,0,0,0,0,0,0,0,0
114650001,114700000,1,2,0,0,0,0,1,0
114700001,114750000,1,1,1,0,0,0,0,0
114750001,114800000,4,2,3,2,2,2,3,2
114800001,114850000,0,0,0,0,0,0,0,0
114850001,114900000,0,0,0,0,0,0,0,0
114900001,114950000,0,0,0,0,0,0,0,0
114950001,115000000,0,0,0,0,0,0,0,0
115000001,115050000,0,0,0,0,0,0,0,0
115050001,115100000,0,0,0,0,0,0,0,0
115100001,115150000,0,0,0,0,0,0,0,0
115150001,115200000,0,0,0,0,0,0,0,0
115200001,115250000,0,0,0,0,0,0,0,0
115250001,115300000,0,0,0,0,0,0,0,0
115300001,115350000,0,0,0,0,0,0,0,0
115350001,115400000,1,0,1,1,1,1,1,1
115400001,115450000,1,0,0,0,0,0,1,1
115450001,115500000,0,0,0,0,0,0,0,0
115500001,115550000,0,1,1,1,0,1,0,1
115550001,115600000,2,2,1,1,1,1,1,2
115600001,115650000,0,0,0,1,2,1,2,0
115650001,115700000,6,4,0,5,4,5,3,3
115700001,115750000,2,5,1,3,4,5,7,6
115750001,115800000,0,0,0,0,0,0,0,0
115800001,115850000,2,1,1,1,1,1,2,3
115850001,115900000,1,1,0,0,0,0,0,1
115900001,115950000,0,0,0,0,0,0,0,0
115950001,116000000,0,0,0,0,0,0,0,0
116000001,116050000,0,0,0,0,0,0,0,0
116050001,116100000,0,0,0,1,0,0,1,0
116100001,116150000,0,5,1,1,2,0,0,2
116150001,116200000,0,0,0,0,0,0,0,0
116200001,116250000,0,0,0,0,0,0,0,0
